text,positive
"Я:лемуром в сл жизни
А:слоном
Я:в зоопарк,не спрячешься
А:а я спрячусь
Я:в какую жопу спрячется слон?
А:я в травку
Я:тебе только к травке:D",1
"@poshlui_fan Писдес :D Я так ржал,ахахаха 
Курту явно нелься спиртное",1
"@DariaStarygina миленько) а меня не взяли в лайф, поэтому я опять грущу))",1
"А это коллега. Он еще не знает, что спалился в форсквере :) http://t.co/BofAzlCONT",1
"RT @onalhum: Тот момент, когда все под контролем :) http://t.co/gY2sH1yXZm",1
Мир мир ? :D @anii_andrijana http://t.co/ueEsFFG1C6,1
Мистер довольство) @ Площадь у м. Третьяковская http://t.co/8O40C5D0oO,1
Кто хочет шикарный объект ВМФ посетить?  / Хочу посмотреть как преодолевается все полосы защиты.) http://t.co/CUUgmdGuit,1
"RT @LizMaxxx: писали КП, всем 2-3-4 :) Красавцы такие ) И главное никто с группы ни капельки не всплакнул :) Ну правда, нашли бы с чего рас…",1
"Так что теперь я буду подписываться под твитами:D
Глупо конечно
За то если меня кто нибудь читает он хотя бы будет понимать о чём речь:D",1
"@lisameli Я тебе скину, пришли свою почту. Плюс сегодня там черная пятница, скидки большие на товар со скидкой)))",1
"Разобрал портфель. После сесси в нем чужих вещей больше, чем своих. Не забрали во время - пошли на фиг. Я все выкидываю :)",1
"Не была здесь с 5 ноября, а тут 4 фалловера ...два пиндоса,  какая то банда,  и моя подруга))))  Но им всем пох на мои писульки.",1
"у нас самая лучшая в мире школа:DDD
света нет!!!! 
ура-ура-ура-ура!!!:DDD
я тебя люблю детка,даа:DDDD",1
"хотелось бы разделить проблемы с тян на 1)нужно просто поебаться, как ни крути и 2)нужен человек, который был бы рядом, с",1
говорили по телефону сказал чтоб шла гулять отлично:D,1
